datasetKey,datasetTitle
704bd3cf-3952-4553-a1a9-df711be60848,"Specimen data of Stigmella species (Lepicoptera, Nepticulidae) feeding on Torminalis glaberrima (Rosaceae)"
8073bd4c-cf6e-42ad-979c-dc8b3ba1d422,SNH Invertebrate Site Condition Monitoring 2013/14: Cadder Wilderness SSSI
1763be2a-8143-4945-aa97-5eac7721f084,Ealing Wildlife Group 2024-2025 Brown Hairstreak surveys
4bc14221-60af-43e5-8e92-0c2b262b9945,"Bringing Reedbeds to Life Invertebrate Survey of three key reedbed sites in England in 2009, 2010"
0df37f92-e0d3-4586-bc09-a3c127acac48,World Auchenorrhyncha Database
f1c4df18-12d6-40cb-ab51-5bb0d7f08d6e,Estonian Naturalists’ Society
dbe7a6d3-b852-4d0d-a91a-caf495556d3a,SNH Invertebrate Site Condition Monitoring 2013/14: Loch Lubnaig Marshes SSSI
eb657c33-ec74-4462-8612-ce5cc02ac543,KwaZulu-Natal Museum-Entomology-collection
917727fc-7c81-4ba8-8f53-43a3585f205a,Bee Flies of Ireland
83c5db8e-ade3-4269-9f33-00f85d90355a,SNH Invertebrate Site Condition Monitoring 2013/14: Ben Lomond SSSI
17e0578f-2987-4e2e-9e29-f63e8357a9ba,2009-2013 David Fenwick Cornwall Ad-hoc Rockpooling Sightings
32c8a198-945e-436f-a945-88a15fc10581,Great British Bee Count 2015 - Stage 2 (records verified from photo)
7cb4a425-3aab-440e-8df2-7f0ef9b17ed4,SNH Invertebrate Site Condition Monitoring 2015-16: Rum SSSI
888c4dda-f962-4373-bde4-910cfedf54eb,"Palaearctic species of Charipinae (Hymenoptera, Figitidae): two new species, synthesis and identification key"
7bf578b3-5753-4c11-bde0-4370fddf2ce9,Temporal variation in pesticide biodegradation
857bce66-f762-11e1-a439-00145eb45e9a,ZOBODAT (Zoological Botanical Database)
569d3166-4cd5-4f49-bb81-2d6da6db9744,Darwin Mounds
1706b651-c7de-4762-9205-0a38c2779d17,2006 BP Exploration and Production BP Exploration operating company Ltd. UKCS 9/23b Harding site survey May-June 2006 environmental report - Harding
85378a64-2fbc-4a48-a6b4-9f421ad48f8a,New Mexico State Collection of Arthropods
4c3b15bd-c98f-448c-9556-810fd82e8e30,University of Georgia Collection of Arthropods
7070edc8-3ef3-4cc8-8bc4-03f9735e23dc,"A new species of Dinotoperla Tillyard, 1921 from the Shoalhaven Catchment, New South Wales, Australia (Plecoptera: Gripopterygidae)"
7a498826-f762-11e1-a439-00145eb45e9a,Museu de Ciències Naturals de Barcelona: MCNB-Art
d6cd327a-7911-48e5-93e5-8664cb8a4ea8,Dipterists Forum: Field Week 2017 (Snowdonia)
5a43f1fe-cde2-4a01-aaeb-cad4ddc2a37d,2017 North Devon Area of Outstanding Natural Beauty (AONB) Combe Martin Devon Bioblitz
10663079-059b-4852-aa61-a98ea6f6b290,2015 Orkney Islands Council Harbour Authority (OICHA) Marine Non-Native Species Monitoring Programme
a38d40c6-35a5-4d58-8ff8-bbcca7ba1f16,2018 Marine Biological Association of the UK (MBA) Yealm Bioblitz
e6c97f6e-e952-11e2-961f-00145eb45e9a,Anymals+plants - Citizen Science Data
843e50de-33af-48f3-9487-2fd2d9d11ba2,SNH Invertebrate Site Condition Monitoring 2015: Rinns of Islay SSSI
c78c53c4-7cca-49b2-8818-d14a5392b0fc,Molecular evidence for deeper diversity in Australian Tanypodinae (Chironomidae): Yarrhpelopia and related new taxa
919fbd54-6fa6-4a6f-a616-4a87962a0a37,SNH Invertebrate Site Condition Monitoring 2013/14: Dollar Glen SSSI
f01782d1-107a-4884-8319-4f9c53d8cdd1,Revisions to the faunas of Andrena of the Iberian Peninsula and Morocco with the descriptions of four new species (Hymenoptera: Andrenidae)
157f9308-2312-442c-9927-b1729dfb08ef,Hymenoptera Institute Collection
297ecc07-da20-4ebf-9f41-4f80330b4b33,UTEP Insects (Arctos)
24ce30dc-f5df-4236-a05c-7e9231ef7f71,Endure – standardised invertebrate sampling in coastal blond dunes from the 2-seas region
39905320-6c8a-11de-8226-b8a03c50a862,Museums Victoria provider for OZCAM
039ece6c-1e6d-4441-8392-43ab8bb29c47,Ad-hoc Bat Records from Across Wales
becd96c5-e731-4636-8b29-97f8f2fe7ed3,SNH Invertebrate Site Condition Monitoring 2015-16: Den of Airlie SSSI
e57764ce-8c26-4ab9-a6d2-0b8a324f828c,"Revision of the genus Dinotoperla Tillyard, 1921 (Plecoptera: Gripopterygidae) using morphological characters and molecular data: Establishes two new genera, three new species and updates the larval taxonomy"
5a9ea7e8-9db0-48ff-83b2-72c04a57a6fc,SNH Invertebrate Site Condition Monitoring 2015: Mount Bog SSSI
9cc6580c-8f22-4b19-8b7a-b3a43a5cab5e,"Systematic study of Duadicus Dallas, 1851 (Insecta: Hemiptera: Heteroptera: Acanthosomatidae: Blaudusinae: Blaudusini), including the description of a new species from Western Australia"
4f272892-7a07-434f-8a69-7032826bcfb3,Dipterists Forum: Field Week 2018 (Stoke)
fe17fe38-29d7-48ec-a4f6-bda16a39679f,SNH Invertebrate Site Condition Monitoring 2013/14: Cairngorms SSSI
afc5826a-b29b-4edb-9618-11c24df5fa83,Hymenoptera World (Luomus)
3d8639f0-544a-4ca5-83a8-b729cf1c3e56,"Nineteen new species of Megaselia Rondani (Diptera, Phoridae) from Denmark"
7ab6653a-c4f4-4611-9aff-2964d56a3a4d,University of North Texas Elm Fork Insect Collection
8632c8ac-22fd-42bc-b95c-820c0c029c20,Cladotanytarsus Kieffer (Diptera: Chironomidae): several distinctive species reviewed on the basis of records from Canada and USA
ebb8109a-a28c-4a07-9827-e689e1b4e807,SNH Invertebrate Site Condition Monitoring of Beetle Assemblage Features 2015: Rhidorroch Woods SSSI
116c1862-09f5-4aa1-a9b1-e25219090316,ISEA PAS Lepidoptera Collection
b7ec1bf8-819b-11e2-bad2-00145eb45e9a,Animal Sound Archive
5c4e752c-bc86-4b72-94b0-c854a5d4ef23,"A review of West Palaearctic Hoplocampa species, focussing on Sweden (Hymenoptera, Tenthredinidae)"
7d7f4d30-bb31-4238-9d4a-58c6d16a752e,Lothian and Borders Mammal Group recording
e3004062-f320-4d91-8192-3ec889e468dc,Kent Wildlife Trust Shoresearch Intertidal Survey 2004 onwards
da23c0cd-312a-46c2-9da6-c29f21b4bf79,Marine Data from The Wildlife Trusts (TWT) Dive Team; 2014-2018
843633a9-07cb-4918-a79f-6061b52c9dfd,Naturalis Biodiversity Center (NL) - Coleoptera
fa375330-6c8a-11de-8226-b8a03c50a862,South Australian Museum Adelaide provider for OZCAM
df12ca07-f133-4550-ab3b-fde13f0e76ba,"Notebook, general observations"
86653843-d46c-4924-9cbe-34737366a5b3,South Lanarkshire peatland records 2013
5ed324a9-0610-4164-9c09-675919ca976a,SNH Invertebrate Site Condition Monitoring of Beetle Assemblage Features 2015: Ardgour Pinewoods SSSI
14afc42d-53af-44a0-b045-83053b116dce,"On Anchonidium Bedel, 1884 sensu stricto, with descriptions of two new species from the Iberian peninsula (Coleoptera, Curculionidae: Molytinae)"
b8beacf0-8401-4c8b-8b7e-8e97dc1a199e,"The species of Eilema Hübner, [1819] sensu lato present in Europe and North Africa (Lepidoptera: Erebidae: Arctiinae: Lithosiini)"
6e4b215e-9019-4934-8433-65d80a35c230,New Zealand Arthropod Collection (NZAC)
73393ec0-632e-4878-8077-76426fbeb9f1,Gloucestershire Historic Wildlife Sightings prior to 1st Jan 2000
b0c9378c-cf22-41b7-9374-c4c07e8afa2d,"New larval host records, parasitoid records, and DNA barcoding data for North American leaf-mining leaf beetles (Coleoptera: Chrysomeloidea)"
ff3a6b3a-471b-4cec-ac1c-9bdc40131802,Two new species of Maiestas Distant (Hemiptera: Cicadellidae: Deltocephalinae: Deltocephalini) with a new record from Australia
11314af8-aad0-4414-a961-e91b88fd4abb,DASSH Data Archive Centre volunteer sightings records
b23c2479-214f-4160-9f98-bd3831ab131b,Lund University Biological Museum - Insect collections Specimens
e3f3ab09-4275-499e-b556-e90e7702ba28,Ben Lui NNR invertebrate records compiled from SNH files
e0cf479c-4941-44ff-a169-f47187a422f1,Site Condition Monitoring of dragonflies on Loch aí Mhuilinn NNR - 2002
5275c9b8-f9be-4f89-b0e0-5e43518f4051,Butterflies of Ireland pre-2022
c7919f38-10fd-4806-81e2-4e81135b6af0,HBRG Other Invertebrates Dataset
a3d3fb48-90f0-442a-bd1a-d0876fc7972d,SNH Invertebrate Site Condition Monitoring 2013/14: Flanders Moss SSSI
5108c281-71ad-4ad5-bbd8-160272dcd784,SNH Invertebrate Site Condition Monitoring 2013/14: Lismore Lochs SSSI
a6aba541-5610-41b3-b350-c1f4a82581c0,False Blister Beetles (Oedemeridae) of Ireland
451c805c-ca8a-479b-848d-172db959510f,City of Edinburgh Natural Heritage Service - Bumblebee Walk
4451d876-0b6f-4f28-95a0-39c5dbc7292c,Lothian Wildlife Information Centre - I-Spy 100 (public)
f468196d-15d9-4e24-bcb9-a64ecb492eea,East Lothian Council - Biodiversity Surveys
811bed92-f762-11e1-a439-00145eb45e9a,"Ibaraki Nature Museum, Arthropoda collection"
1f26981d-ad8e-4989-975e-aba3aa25c889,Empria and Monsoma in Japan
4586e967-161c-4c50-b6fe-ff877203ddab,SNH Invertebrate Site Condition Monitoring of Beetle Assemblage Features 2015: Minto Craigs SSSI
374edb5d-8b71-4dfb-96f3-4ac464965d1d,Contribution to the knowledge of Limoniidae (Diptera: Tipuloidea): first records of 244 species from various European countries
dbdc2661-176d-437b-bfde-d4e19a4966c0,"Revision of the genus Mniophila S, 1831 (Coleoptera: Chrysomelidae)"
64552781-51af-4830-8a50-9efbbf886a14,"Taxonomic notes on West Palaearctic species of Lauxania Latreille, Sapromyza Fallén, Calliopum Strand and Minettia Robineau-Desvoidy, with a description of a new species of Minettia (Diptera, Acalyptrata: Lauxaniidae) from Morocco"
05469d71-f878-4c7c-aaf0-45e9acc45c95,"Canadian National Collection of Insects, Arachnids, and Nematodes (CNC)"
717ca917-79b1-49a3-b92f-46453e577a8a,Dipterists Forum: Field Week 2021 (Falmouth)
127246c7-144e-4e06-a5fa-90828a4bdabb,"HBRG Fungus, Lichen & Lower Plants Dataset"
22a9d0bb-946a-41d8-8632-60e0041bb5fa,Illuminating a Dark Taxon: Revision of European Trichacis Förster (Hymenoptera Platygastridae) reveals a glut of synonyms
c4a764e4-8455-425b-b553-253f9f9dfbac,Yorkshire Naturalists Union Marine and Coastal Section Records
bd5b2544-6a60-4c1b-b153-c1cc0220eb3f,SNH Invertebrate Site Condition Monitoring 2015-16: Methven Woods SSSI
ad1c1df7-6de8-4205-bdf5-7e041011bf08,Dysaphis (Dysaphis) kadyrovi sp. nov. — a new aphid species (Hemiptera: Aphididae) from Tajikistan
d5b2c375-1c51-4830-afdf-17fcbe947027,"A new species of Stenchaetothrips (Thysanoptera, Thripidae) from Bamboo, based on morphological and molecular data"
71c21f25-c877-495b-a372-07c3a1c091ca,MoJ BioBlitz August 2018
8f948bf9-6e6b-4167-aa50-bf648409d0e5,World revision of Iteaphila with unbranched radial vein (Diptera: Empidoidea: Iteaphilidae)
7ce78b4a-e6e0-4f75-a525-aa1f0f9941d6,"2014 Scottish Natural Heritage (SNH) site check survey of intertidal sediment flats of Loch Moidart, Lochaber"
66f39e15-e74d-491c-b5d2-397cd6bad884,DASSH Data Archive Centre expert sightings records
9e5d2eea-3fe1-49d4-af27-090be96f1864,Site Condition Monitoring of dragonflies on Loch aí Mhuilinn SSSI - 2016
2c5b39cf-13ae-4846-a80d-1cbecbda29aa,"New records of leaf-mining Tortricidae (Lepidoptera) in North America, with the description of a new species of Grapholita"
3fab912e-e927-4f1c-a97c-eb446cd609e0,ClimateWatch
fae78c10-321e-4c11-ba55-e651cc8c4cdb,Lepidoptera World (Luomus) (LEPW)
00f99b22-fd95-4f90-899f-4c5331cfab6c,Wildlife Observations Bardon Hill 31.5.09
229f2a59-4286-416a-838e-1069ef71bfbc,Dipterists Forum: Field Week 2019 (Stirling)
991b2a15-f13f-4bd8-97bc-f2cafc90bfc4,UWS Flanders Moss Meiofauna Records 2015
45b91d16-a0a9-4d69-8804-8a9ab2a415ee,"Sufetula culshawi sp. nov. (Lepidoptera, Crambidae, Lathrotelinae): a previously unrecognised species affecting cultivated palms"
2c902394-1936-4afa-a073-ffc258f6860f,A new scale insect host family (Hemiptera: Asterolecaniidae) for Aphytis (Hymenoptera: Aphelinidae) in China
9be3b97c-bc8c-490c-8021-dc7c75408076,Entomology Collection at the Natural History Museum of Utah
c30e99f4-de34-4e2b-89f9-0cb2ffcd62fe,2023 DAERA Sediment infauna data
7466bce8-0ac0-42e6-841e-75ffd579b986,LWIC - Common Blue Survey
5fe8fc90-ed14-46c3-8bac-9dbd2d4b92d7,St Andrews BioBlitz 2016
561159e3-982f-4eb4-8824-5459de071493,A taxonomic revision of the genus Asiobaccha Violovitsh (Diptera: Syrphidae)
94db69d0-b188-4068-829e-ce96d115ea13,Site Condition Monitoring of dragonflies on Loch aí Mhuilinn SSSI potential extension - 2016
68de8fdd-f30a-4d88-8eb0-27ebad6d96f8,Dipterists Forum: Field Week 2022 (Norfolk)
ad5eb389-d0b9-4529-b992-60d25e283177,SNH Invertebrate Site Condition Monitoring 2015: Perchhall Loch SSSI
9703e992-4050-462f-80f3-18f766af5cf3,Ciidae (Coleoptera) records from Britain and Ireland to 2004
11ddb6e5-7bc8-4478-9e80-5c85c1a08ae2,Consultancy Contract Surveys - Marine Species Records
1b50774e-3be8-4997-9f39-45e6f5d66cae,"Read between the lineata: A revision of the tattooed wasps, Zagrammosoma Ashmead (Hymenoptera: Eulophidae), with descriptions of eleven new species"
